CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2021,CA-501,White,Alone,2981
2021,CA-501,White,In_Combination,2232
2021,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,102
2021,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,614
2021,CA-502,Asian or Asian American,Alone,260
2021,CA-502,Asian or Asian American,In_Combination,147
2021,CA-502,"Black, African American or African",Alone,5101
2021,CA-502,"Black, African American or African",In_Combination,693
2021,CA-502,Hispanic/Latina/e/o,Alone,112
2021,CA-502,Hispanic/Latina/e/o,In_Combination,1718
2021,CA-502,Native Hawaiian or Pacific Islander,Alone,146
2021,CA-502,Native Hawaiian or Pacific Islander,In_Combination,188
2021,CA-502,White,Alone,1799
2021,CA-502,White,In_Combination,1483
2021,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,164
2021,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,420
2021,CA-503,Asian or Asian American,Alone,170
2021,CA-503,Asian or Asian American,In_Combination,137
2021,CA-503,"Black, African American or African",Alone,4122
2021,CA-503,"Black, African American or African",In_Combination,848
2021,CA-503,Hispanic/Latina/e/o,Alone,177
2021,CA-503,Hispanic/Latina/e/o,In_Combination,1797
2021,CA-503,Native Hawaiian or Pacific Islander,Alone,135
2021,CA-503,Native Hawaiian or Pacific Islander,In_Combination,119
2021,CA-503,White,Alone,3172
2021,CA-503,White,In_Combination,1857
2021,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,92
2021,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,301
2021,CA-504,Asian or Asian American,Alone,22
2021,CA-504,Asian or Asian American,In_Combination,26
2021,CA-504,"Black, African American or African",Alone,200
2021,CA-504,"Black, African American or African",In_Combination,80
2021,CA-504,Hispanic/Latina/e/o,Alone,54
2021,CA-504,Hispanic/Latina/e/o,In_Combination,637
2021,CA-504,Native Hawaiian or Pacific Islander,Alone,24
2021,CA-504,Native Hawaiian or Pacific Islander,In_Combination,27
2021,CA-504,White,Alone,1415
2021,CA-504,White,In_Combination,514
2021,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,57
2021,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,613
2021,CA-505,Asian or Asian American,Alone,76
2021,CA-505,Asian or Asian American,In_Combination,67
2021,CA-505,"Black, African American or African",Alone,2199
2021,CA-505,"Black, African American or African",In_Combination,318
2021,CA-505,Hispanic/Latina/e/o,Alone,37
2021,CA-505,Hispanic/Latina/e/o,In_Combination,1210
2021,CA-505,Native Hawaiian or Pacific Islander,Alone,65
2021,CA-505,Native Hawaiian or Pacific Islander,In_Combination,86
2021,CA-505,White,Alone,1922
2021,CA-505,White,In_Combination,818
2021,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,24
2021,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,124
2021,CA-506,Asian or Asian American,Alone,22
2021,CA-506,Asian or Asian American,In_Combination,50
2021,CA-506,"Black, African American or African",Alone,163
2021,CA-506,"Black, African American or African",In_Combination,97
2021,CA-506,Hispanic/Latina/e/o,Alone,104
2021,CA-506,Hispanic/Latina/e/o,In_Combination,1497
2021,CA-506,Native Hawaiian or Pacific Islander,Alone,17
2021,CA-506,Native Hawaiian or Pacific Islander,In_Combination,40
2021,CA-506,White,Alone,645
2021,CA-506,White,In_Combination,1409
2021,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,17
2021,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,46
2021,CA-507,Asian or Asian American,Alone,27
2021,CA-507,Asian or Asian American,In_Combination,*
2021,CA-507,"Black, African American or African",Alone,363
2021,CA-507,"Black, African American or African",In_Combination,86
2021,CA-507,Hispanic/Latina/e/o,Alone,66
2021,CA-507,Hispanic/Latina/e/o,In_Combination,311
2021,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-507,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-507,White,Alone,805
2021,CA-507,White,In_Combination,294
2021,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,39
2021,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,145
2021,CA-508,Asian or Asian American,Alone,15
2021,CA-508,Asian or Asian American,In_Combination,23
2021,CA-508,"Black, African American or African",Alone,112
2021,CA-508,"Black, African American or African",In_Combination,40
2021,CA-508,Hispanic/Latina/e/o,Alone,163
2021,CA-508,Hispanic/Latina/e/o,In_Combination,920
2021,CA-508,Native Hawaiian or Pacific Islander,Alone,15
2021,CA-508,Native Hawaiian or Pacific Islander,In_Combination,17
2021,CA-508,White,Alone,1050
2021,CA-508,White,In_Combination,889
2021,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,104
2021,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,129
2021,CA-509,Asian or Asian American,Alone,*
2021,CA-509,Asian or Asian American,In_Combination,*
2021,CA-509,"Black, African American or African",Alone,32
2021,CA-509,"Black, African American or African",In_Combination,18
2021,CA-509,Hispanic/Latina/e/o,Alone,12
2021,CA-509,Hispanic/Latina/e/o,In_Combination,298
2021,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-509,Native Hawaiian or Pacific Islander,In_Combination,13
2021,CA-509,White,Alone,842
2021,CA-509,White,In_Combination,306
2021,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,64
2021,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,293
2021,CA-510,Asian or Asian American,Alone,53
2021,CA-510,Asian or Asian American,In_Combination,77
2021,CA-510,"Black, African American or African",Alone,572
2021,CA-510,"Black, African American or African",In_Combination,218
2021,CA-510,Hispanic/Latina/e/o,Alone,175
2021,CA-510,Hispanic/Latina/e/o,In_Combination,1704
2021,CA-510,Native Hawaiian or Pacific Islander,Alone,28
2021,CA-510,Native Hawaiian or Pacific Islander,In_Combination,90
2021,CA-510,White,Alone,1965
2021,CA-510,White,In_Combination,1762
2021,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,45
2021,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,175
2021,CA-511,Asian or Asian American,Alone,129
2021,CA-511,Asian or Asian American,In_Combination,101
2021,CA-511,"Black, African American or African",Alone,1908
2021,CA-511,"Black, African American or African",In_Combination,320
2021,CA-511,Hispanic/Latina/e/o,Alone,235
2021,CA-511,Hispanic/Latina/e/o,In_Combination,1786
2021,CA-511,Native Hawaiian or Pacific Islander,Alone,47
2021,CA-511,Native Hawaiian or Pacific Islander,In_Combination,96
2021,CA-511,White,Alone,1491
2021,CA-511,White,In_Combination,1796
2021,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,31
2021,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,208
2021,CA-512,Asian or Asian American,Alone,171
2021,CA-512,Asian or Asian American,In_Combination,49
2021,CA-512,"Black, African American or African",Alone,689
2021,CA-512,"Black, African American or African",In_Combination,106
2021,CA-512,Hispanic/Latina/e/o,Alone,121
2021,CA-512,Hispanic/Latina/e/o,In_Combination,1254
2021,CA-512,Native Hawaiian or Pacific Islander,Alone,317
2021,CA-512,Native Hawaiian or Pacific Islander,In_Combination,48
2021,CA-512,White,Alone,1037
2021,CA-512,White,In_Combination,1124
2021,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,47
2021,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,137
2021,CA-513,Asian or Asian American,Alone,15
2021,CA-513,Asian or Asian American,In_Combination,17
2021,CA-513,"Black, African American or African",Alone,332
2021,CA-513,"Black, African American or African",In_Combination,79
2021,CA-513,Hispanic/Latina/e/o,Alone,62
2021,CA-513,Hispanic/Latina/e/o,In_Combination,1815
2021,CA-513,Native Hawaiian or Pacific Islander,Alone,19
2021,CA-513,Native Hawaiian or Pacific Islander,In_Combination,23
2021,CA-513,White,Alone,1083
2021,CA-513,White,In_Combination,1715
2021,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,154
2021,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,249
2021,CA-514,Asian or Asian American,Alone,159
2021,CA-514,Asian or Asian American,In_Combination,37
2021,CA-514,"Black, African American or African",Alone,1269
2021,CA-514,"Black, African American or African",In_Combination,211
2021,CA-514,Hispanic/Latina/e/o,Alone,291
2021,CA-514,Hispanic/Latina/e/o,In_Combination,2989
2021,CA-514,Native Hawaiian or Pacific Islander,Alone,37
2021,CA-514,Native Hawaiian or Pacific Islander,In_Combination,31
2021,CA-514,White,Alone,1722
2021,CA-514,White,In_Combination,2834
2021,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,43
2021,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,119
2021,CA-515,Asian or Asian American,Alone,28
2021,CA-515,Asian or Asian American,In_Combination,34
2021,CA-515,"Black, African American or African",Alone,181
2021,CA-515,"Black, African American or African",In_Combination,103
2021,CA-515,Hispanic/Latina/e/o,Alone,46
2021,CA-515,Hispanic/Latina/e/o,In_Combination,402
2021,CA-515,Native Hawaiian or Pacific Islander,Alone,14
2021,CA-515,Native Hawaiian or Pacific Islander,In_Combination,26
2021,CA-515,White,Alone,1313
2021,CA-515,White,In_Combination,431
2021,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,64
2021,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,194
2021,CA-516,Asian or Asian American,Alone,*
2021,CA-516,Asian or Asian American,In_Combination,*
2021,CA-516,"Black, African American or African",Alone,58
2021,CA-516,"Black, African American or African",In_Combination,57
2021,CA-516,Hispanic/Latina/e/o,Alone,15
2021,CA-516,Hispanic/Latina/e/o,In_Combination,170
2021,CA-516,Native Hawaiian or Pacific Islander,Alone,12
2021,CA-516,Native Hawaiian or Pacific Islander,In_Combination,33
2021,CA-516,White,Alone,1268
2021,CA-516,White,In_Combination,329
2021,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,60
2021,CA-517,Asian or Asian American,Alone,14
2021,CA-517,Asian or Asian American,In_Combination,*
2021,CA-517,"Black, African American or African",Alone,49
2021,CA-517,"Black, African American or African",In_Combination,*
2021,CA-517,Hispanic/Latina/e/o,Alone,18
2021,CA-517,Hispanic/Latina/e/o,In_Combination,223
2021,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-517,White,Alone,403
2021,CA-517,White,In_Combination,188
2021,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,84
2021,CA-518,Asian or Asian American,Alone,37
2021,CA-518,Asian or Asian American,In_Combination,18
2021,CA-518,"Black, African American or African",Alone,654
2021,CA-518,"Black, African American or African",In_Combination,96
2021,CA-518,Hispanic/Latina/e/o,Alone,21
2021,CA-518,Hispanic/Latina/e/o,In_Combination,242
2021,CA-518,Native Hawaiian or Pacific Islander,Alone,23
2021,CA-518,Native Hawaiian or Pacific Islander,In_Combination,23
2021,CA-518,White,Alone,476
2021,CA-518,White,In_Combination,265
2021,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,68
2021,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2021,CA-519,Asian or Asian American,Alone,13
2021,CA-519,Asian or Asian American,In_Combination,*
2021,CA-519,"Black, African American or African",Alone,127
2021,CA-519,"Black, African American or African",In_Combination,75
2021,CA-519,Hispanic/Latina/e/o,Alone,15
2021,CA-519,Hispanic/Latina/e/o,In_Combination,275
2021,CA-519,Native Hawaiian or Pacific Islander,Alone,13
2021,CA-519,Native Hawaiian or Pacific Islander,In_Combination,31
2021,CA-519,White,Alone,1337
2021,CA-519,White,In_Combination,370
2021,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,30
2021,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,106
2021,CA-520,Asian or Asian American,Alone,36
2021,CA-520,Asian or Asian American,In_Combination,*
2021,CA-520,"Black, African American or African",Alone,351
2021,CA-520,"Black, African American or African",In_Combination,80
2021,CA-520,Hispanic/Latina/e/o,Alone,221
2021,CA-520,Hispanic/Latina/e/o,In_Combination,956
2021,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-520,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-520,White,Alone,658
2021,CA-520,White,In_Combination,890
2021,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,26
2021,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,53
2021,CA-521,Asian or Asian American,Alone,12
2021,CA-521,Asian or Asian American,In_Combination,12
2021,CA-521,"Black, African American or African",Alone,269
2021,CA-521,"Black, African American or African",In_Combination,49
2021,CA-521,Hispanic/Latina/e/o,Alone,61
2021,CA-521,Hispanic/Latina/e/o,In_Combination,424
2021,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-521,Native Hawaiian or Pacific Islander,In_Combination,17
2021,CA-521,White,Alone,528
2021,CA-521,White,In_Combination,402
2021,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,119
2021,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,142
2021,CA-522,Asian or Asian American,Alone,12
2021,CA-522,Asian or Asian American,In_Combination,*
2021,CA-522,"Black, African American or African",Alone,58
2021,CA-522,"Black, African American or African",In_Combination,31
2021,CA-522,Hispanic/Latina/e/o,Alone,17
2021,CA-522,Hispanic/Latina/e/o,In_Combination,111
2021,CA-522,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-522,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-522,White,Alone,989
2021,CA-522,White,In_Combination,192
2021,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,22
2021,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,58
2021,CA-523,Asian or Asian American,Alone,*
2021,CA-523,Asian or Asian American,In_Combination,*
2021,CA-523,"Black, African American or African",Alone,*
2021,CA-523,"Black, African American or African",In_Combination,12
2021,CA-523,Hispanic/Latina/e/o,Alone,14
2021,CA-523,Hispanic/Latina/e/o,In_Combination,209
2021,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-523,White,Alone,395
2021,CA-523,White,In_Combination,222
2021,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,69
2021,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2021,CA-524,Asian or Asian American,Alone,23
2021,CA-524,Asian or Asian American,In_Combination,*
2021,CA-524,"Black, African American or African",Alone,176
2021,CA-524,"Black, African American or African",In_Combination,46
2021,CA-524,Hispanic/Latina/e/o,Alone,302
2021,CA-524,Hispanic/Latina/e/o,In_Combination,220
2021,CA-524,Native Hawaiian or Pacific Islander,Alone,13
2021,CA-524,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-524,White,Alone,1199
2021,CA-524,White,In_Combination,247
2021,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,12
2021,CA-525,Asian or Asian American,Alone,*
2021,CA-525,Asian or Asian American,In_Combination,*
2021,CA-525,"Black, African American or African",Alone,18
2021,CA-525,"Black, African American or African",In_Combination,*
2021,CA-525,Hispanic/Latina/e/o,Alone,*
2021,CA-525,Hispanic/Latina/e/o,In_Combination,45
2021,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-525,White,Alone,322
2021,CA-525,White,In_Combination,53
2021,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,33
2021,CA-526,Asian or Asian American,Alone,*
2021,CA-526,Asian or Asian American,In_Combination,*
2021,CA-526,"Black, African American or African",Alone,19
2021,CA-526,"Black, African American or African",In_Combination,16
2021,CA-526,Hispanic/Latina/e/o,Alone,*
2021,CA-526,Hispanic/Latina/e/o,In_Combination,108
2021,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-526,White,Alone,548
2021,CA-526,White,In_Combination,125
2021,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,11
2021,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2021,CA-527,Asian or Asian American,Alone,*
2021,CA-527,Asian or Asian American,In_Combination,*
2021,CA-527,"Black, African American or African",Alone,*
2021,CA-527,"Black, African American or African",In_Combination,*
2021,CA-527,Hispanic/Latina/e/o,Alone,15
2021,CA-527,Hispanic/Latina/e/o,In_Combination,31
2021,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-527,White,Alone,208
2021,CA-527,White,In_Combination,37
2021,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,25
2021,CA-529,Asian or Asian American,Alone,*
2021,CA-529,Asian or Asian American,In_Combination,*
2021,CA-529,"Black, African American or African",Alone,20
2021,CA-529,"Black, African American or African",In_Combination,*
2021,CA-529,Hispanic/Latina/e/o,Alone,*
2021,CA-529,Hispanic/Latina/e/o,In_Combination,58
2021,CA-529,White,Alone,291
2021,CA-529,White,In_Combination,48
2021,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,32
2021,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,12
2021,CA-530,Asian or Asian American,Alone,*
2021,CA-530,Asian or Asian American,In_Combination,*
2021,CA-530,"Black, African American or African",Alone,*
2021,CA-530,"Black, African American or African",In_Combination,*
2021,CA-530,Hispanic/Latina/e/o,Alone,*
2021,CA-530,Hispanic/Latina/e/o,In_Combination,67
2021,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-530,White,Alone,109
2021,CA-530,White,In_Combination,64
2021,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,13
2021,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,46
2021,CA-531,Asian or Asian American,Alone,*
2021,CA-531,Asian or Asian American,In_Combination,*
2021,CA-531,"Black, African American or African",Alone,*
2021,CA-531,"Black, African American or African",In_Combination,*
2021,CA-531,Hispanic/Latina/e/o,Alone,11
2021,CA-531,Hispanic/Latina/e/o,In_Combination,64
2021,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-531,White,Alone,530
2021,CA-531,White,In_Combination,91
2021,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,555
2021,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1602
2021,CA-600,Asian or Asian American,Alone,1043
2021,CA-600,Asian or Asian American,In_Combination,280
2021,CA-600,"Black, African American or African",Alone,29231
2021,CA-600,"Black, African American or African",In_Combination,2245
2021,CA-600,Hispanic/Latina/e/o,Alone,4853
2021,CA-600,Hispanic/Latina/e/o,In_Combination,25965
2021,CA-600,Native Hawaiian or Pacific Islander,Alone,383
2021,CA-600,Native Hawaiian or Pacific Islander,In_Combination,482
2021,CA-600,White,Alone,16844
2021,CA-600,White,In_Combination,24394
2021,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,248
2021,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,559
2021,CA-601,Asian or Asian American,Alone,439
2021,CA-601,Asian or Asian American,In_Combination,178
2021,CA-601,"Black, African American or African",Alone,5183
2021,CA-601,"Black, African American or African",In_Combination,934
2021,CA-601,Hispanic/Latina/e/o,Alone,531
2021,CA-601,Hispanic/Latina/e/o,In_Combination,6764
2021,CA-601,Native Hawaiian or Pacific Islander,Alone,265
2021,CA-601,Native Hawaiian or Pacific Islander,In_Combination,341
2021,CA-601,White,Alone,7873
2021,CA-601,White,In_Combination,6365
2021,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,91
2021,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,413
2021,CA-602,Asian or Asian American,Alone,373
2021,CA-602,Asian or Asian American,In_Combination,115
2021,CA-602,"Black, African American or African",Alone,1448
2021,CA-602,"Black, African American or African",In_Combination,398
2021,CA-602,Hispanic/Latina/e/o,Alone,301
2021,CA-602,Hispanic/Latina/e/o,In_Combination,5710
2021,CA-602,Native Hawaiian or Pacific Islander,Alone,102
2021,CA-602,Native Hawaiian or Pacific Islander,In_Combination,115
2021,CA-602,White,Alone,5029
2021,CA-602,White,In_Combination,5465
2021,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,44
2021,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,228
2021,CA-603,Asian or Asian American,Alone,30
2021,CA-603,Asian or Asian American,In_Combination,31
2021,CA-603,"Black, African American or African",Alone,222
2021,CA-603,"Black, African American or African",In_Combination,117
2021,CA-603,Hispanic/Latina/e/o,Alone,94
2021,CA-603,Hispanic/Latina/e/o,In_Combination,1785
2021,CA-603,Native Hawaiian or Pacific Islander,Alone,17
2021,CA-603,Native Hawaiian or Pacific Islander,In_Combination,28
2021,CA-603,White,Alone,1377
2021,CA-603,White,In_Combination,1694
2021,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,69
2021,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,178
2021,CA-604,Asian or Asian American,Alone,34
2021,CA-604,Asian or Asian American,In_Combination,14
2021,CA-604,"Black, African American or African",Alone,1547
2021,CA-604,"Black, African American or African",In_Combination,195
2021,CA-604,Hispanic/Latina/e/o,Alone,71
2021,CA-604,Hispanic/Latina/e/o,In_Combination,2362
2021,CA-604,Native Hawaiian or Pacific Islander,Alone,40
2021,CA-604,Native Hawaiian or Pacific Islander,In_Combination,24
2021,CA-604,White,Alone,2502
2021,CA-604,White,In_Combination,2293
2021,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,24
2021,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,50
2021,CA-606,Asian or Asian American,Alone,61
2021,CA-606,Asian or Asian American,In_Combination,13
2021,CA-606,"Black, African American or African",Alone,1262
2021,CA-606,"Black, African American or African",In_Combination,127
2021,CA-606,Hispanic/Latina/e/o,Alone,87
2021,CA-606,Hispanic/Latina/e/o,In_Combination,674
2021,CA-606,Native Hawaiian or Pacific Islander,Alone,24
2021,CA-606,Native Hawaiian or Pacific Islander,In_Combination,16
2021,CA-606,White,Alone,689
2021,CA-606,White,In_Combination,645
2021,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,31
2021,CA-607,Asian or Asian American,Alone,23
2021,CA-607,Asian or Asian American,In_Combination,*
2021,CA-607,"Black, African American or African",Alone,347
2021,CA-607,"Black, African American or African",In_Combination,39
2021,CA-607,Hispanic/Latina/e/o,Alone,19
2021,CA-607,Hispanic/Latina/e/o,In_Combination,362
2021,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-607,White,Alone,211
2021,CA-607,White,In_Combination,330
2021,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,78
2021,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,179
2021,CA-608,Asian or Asian American,Alone,67
2021,CA-608,Asian or Asian American,In_Combination,51
2021,CA-608,"Black, African American or African",Alone,1998
2021,CA-608,"Black, African American or African",In_Combination,315
2021,CA-608,Hispanic/Latina/e/o,Alone,96
2021,CA-608,Hispanic/Latina/e/o,In_Combination,3240
2021,CA-608,Native Hawaiian or Pacific Islander,Alone,46
2021,CA-608,Native Hawaiian or Pacific Islander,In_Combination,47
2021,CA-608,White,Alone,2635
2021,CA-608,White,In_Combination,3143
2021,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,71
2021,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,159
2021,CA-609,Asian or Asian American,Alone,35
2021,CA-609,Asian or Asian American,In_Combination,35
2021,CA-609,"Black, African American or African",Alone,2786
2021,CA-609,"Black, African American or African",In_Combination,365
2021,CA-609,Hispanic/Latina/e/o,Alone,125
2021,CA-609,Hispanic/Latina/e/o,In_Combination,3004
2021,CA-609,Native Hawaiian or Pacific Islander,Alone,41
2021,CA-609,Native Hawaiian or Pacific Islander,In_Combination,55
2021,CA-609,White,Alone,1747
2021,CA-609,White,In_Combination,2751
2021,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,16
2021,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2021,CA-611,Asian or Asian American,Alone,26
2021,CA-611,Asian or Asian American,In_Combination,15
2021,CA-611,"Black, African American or African",Alone,151
2021,CA-611,"Black, African American or African",In_Combination,69
2021,CA-611,Hispanic/Latina/e/o,Alone,60
2021,CA-611,Hispanic/Latina/e/o,In_Combination,1163
2021,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-611,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-611,White,Alone,1037
2021,CA-611,White,In_Combination,1183
2021,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,14
2021,CA-612,Asian or Asian American,Alone,16
2021,CA-612,Asian or Asian American,In_Combination,*
2021,CA-612,"Black, African American or African",Alone,176
2021,CA-612,"Black, African American or African",In_Combination,22
2021,CA-612,Hispanic/Latina/e/o,Alone,*
2021,CA-612,Hispanic/Latina/e/o,In_Combination,206
2021,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-612,White,Alone,175
2021,CA-612,White,In_Combination,206
2021,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2021,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2021,CA-613,Asian or Asian American,Alone,*
2021,CA-613,Asian or Asian American,In_Combination,*
2021,CA-613,"Black, African American or African",Alone,80
2021,CA-613,"Black, African American or African",In_Combination,37
2021,CA-613,Hispanic/Latina/e/o,Alone,83
2021,CA-613,Hispanic/Latina/e/o,In_Combination,1170
2021,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2021,CA-613,White,Alone,161
2021,CA-613,White,In_Combination,1136
2021,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,27
2021,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,110
2021,CA-614,Asian or Asian American,Alone,12
2021,CA-614,Asian or Asian American,In_Combination,*
2021,CA-614,"Black, African American or African",Alone,84
2021,CA-614,"Black, African American or African",In_Combination,61
2021,CA-614,Hispanic/Latina/e/o,Alone,139
2021,CA-614,Hispanic/Latina/e/o,In_Combination,668
2021,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2021,CA-614,Native Hawaiian or Pacific Islander,In_Combination,11
2021,CA-614,White,Alone,1101
2021,CA-614,White,In_Combination,668
2022,All,"American Indian, Alaska Native, or Indigenous",Alone,3604
2022,All,"American Indian, Alaska Native, or Indigenous",In_Combination,11763
2022,All,Asian or Asian American,Alone,5249
2022,All,Asian or Asian American,In_Combination,2361
2022,All,"Black, African American or African",Alone,77387
2022,All,"Black, African American or African",In_Combination,11632
2022,All,Hispanic/Latina/e/o,Alone,13169
2022,All,Hispanic/Latina/e/o,In_Combination,95790
2022,All,Native Hawaiian or Pacific Islander,Alone,2718
2022,All,Native Hawaiian or Pacific Islander,In_Combination,3029
2022,All,White,Alone,84335
2022,All,White,In_Combination,89526
2022,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,190
2022,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,1256
