CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2019,CA-609,San Bernardino County CoC,Unknown,71
2019,CA-611,Ventura County CoC,18-24,157
2019,CA-611,Ventura County CoC,25-34,255
2019,CA-611,Ventura County CoC,35-44,339
2019,CA-611,Ventura County CoC,45-54,350
2019,CA-611,Ventura County CoC,55-64,343
2019,CA-611,Ventura County CoC,65+,147
2019,CA-611,Ventura County CoC,Under 18,690
2019,CA-611,Ventura County CoC,Unknown,*
2019,CA-612,Glendale CoC (Los Angeles County),18-24,35
2019,CA-612,Glendale CoC (Los Angeles County),25-34,70
2019,CA-612,Glendale CoC (Los Angeles County),35-44,57
2019,CA-612,Glendale CoC (Los Angeles County),45-54,49
2019,CA-612,Glendale CoC (Los Angeles County),55-64,58
2019,CA-612,Glendale CoC (Los Angeles County),65+,21
2019,CA-612,Glendale CoC (Los Angeles County),Under 18,179
2019,CA-613,Imperial County CoC,18-24,71
2019,CA-613,Imperial County CoC,25-34,113
2019,CA-613,Imperial County CoC,35-44,101
2019,CA-613,Imperial County CoC,45-54,90
2019,CA-613,Imperial County CoC,55-64,81
2019,CA-613,Imperial County CoC,65+,42
2019,CA-613,Imperial County CoC,Invalid,*
2019,CA-613,Imperial County CoC,Under 18,312
2019,CA-613,Imperial County CoC,Unknown,*
2019,CA-614,San Luis Obispo County CoC,18-24,154
2019,CA-614,San Luis Obispo County CoC,25-34,340
2019,CA-614,San Luis Obispo County CoC,35-44,284
2019,CA-614,San Luis Obispo County CoC,45-54,276
2019,CA-614,San Luis Obispo County CoC,55-64,244
2019,CA-614,San Luis Obispo County CoC,65+,128
2019,CA-614,San Luis Obispo County CoC,Invalid,*
2019,CA-614,San Luis Obispo County CoC,Under 18,619
2020,All,California,18-24,20181
2020,All,California,25-34,39690
2020,All,California,35-44,39302
2020,All,California,45-54,36452
2020,All,California,55-64,36664
2020,All,California,65+,15452
2020,All,California,Invalid,79
2020,All,California,Under 18,54935
2020,All,California,Unknown,5740
2020,CA-500,Santa Clara County CoC,18-24,832
2020,CA-500,Santa Clara County CoC,25-34,1728
2020,CA-500,Santa Clara County CoC,35-44,1862
2020,CA-500,Santa Clara County CoC,45-54,1759
2020,CA-500,Santa Clara County CoC,55-64,1879
2020,CA-500,Santa Clara County CoC,65+,891
2020,CA-500,Santa Clara County CoC,Under 18,2677
2020,CA-500,Santa Clara County CoC,Unknown,12
2020,CA-501,San Francisco CoC,18-24,1180
2020,CA-501,San Francisco CoC,25-34,1867
2020,CA-501,San Francisco CoC,35-44,1820
2020,CA-501,San Francisco CoC,45-54,1712
2020,CA-501,San Francisco CoC,55-64,1691
2020,CA-501,San Francisco CoC,65+,788
2020,CA-501,San Francisco CoC,Invalid,*
2020,CA-501,San Francisco CoC,Under 18,2626
2020,CA-501,San Francisco CoC,Unknown,20
2020,CA-502,Alameda County CoC,18-24,836
2020,CA-502,Alameda County CoC,25-34,1324
2020,CA-502,Alameda County CoC,35-44,1381
2020,CA-502,Alameda County CoC,45-54,1432
2020,CA-502,Alameda County CoC,55-64,1645
2020,CA-502,Alameda County CoC,65+,756
2020,CA-502,Alameda County CoC,Invalid,*
2020,CA-502,Alameda County CoC,Under 18,1623
2020,CA-502,Alameda County CoC,Unknown,*
2020,CA-503,Sacramento County CoC,18-24,1046
2020,CA-503,Sacramento County CoC,25-34,1311
2020,CA-503,Sacramento County CoC,35-44,1280
2020,CA-503,Sacramento County CoC,45-54,1366
2020,CA-503,Sacramento County CoC,55-64,1551
2020,CA-503,Sacramento County CoC,65+,572
2020,CA-503,Sacramento County CoC,Invalid,*
2020,CA-503,Sacramento County CoC,Under 18,3078
2020,CA-503,Sacramento County CoC,Unknown,19
2020,CA-504,Sonoma County CoC,18-24,253
2020,CA-504,Sonoma County CoC,25-34,426
2020,CA-504,Sonoma County CoC,35-44,454
2020,CA-504,Sonoma County CoC,45-54,551
2020,CA-504,Sonoma County CoC,55-64,525
2020,CA-504,Sonoma County CoC,65+,241
2020,CA-504,Sonoma County CoC,Under 18,560
2020,CA-504,Sonoma County CoC,Unknown,*
2020,CA-505,Contra Costa County CoC,18-24,454
2020,CA-505,Contra Costa County CoC,25-34,1005
2020,CA-505,Contra Costa County CoC,35-44,1054
2020,CA-505,Contra Costa County CoC,45-54,981
2020,CA-505,Contra Costa County CoC,55-64,1171
2020,CA-505,Contra Costa County CoC,65+,482
2020,CA-505,Contra Costa County CoC,Invalid,*
2020,CA-505,Contra Costa County CoC,Under 18,1148
2020,CA-506,"Monterey, San Benito Counties CoC",18-24,163
2020,CA-506,"Monterey, San Benito Counties CoC",25-34,327
2020,CA-506,"Monterey, San Benito Counties CoC",35-44,340
2020,CA-506,"Monterey, San Benito Counties CoC",45-54,282
2020,CA-506,"Monterey, San Benito Counties CoC",55-64,306
2020,CA-506,"Monterey, San Benito Counties CoC",65+,147
2020,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2020,CA-506,"Monterey, San Benito Counties CoC",Under 18,751
2020,CA-507,Marin County CoC,18-24,61
2020,CA-507,Marin County CoC,25-34,152
2020,CA-507,Marin County CoC,35-44,153
2020,CA-507,Marin County CoC,45-54,154
2020,CA-507,Marin County CoC,55-64,177
2020,CA-507,Marin County CoC,65+,114
2020,CA-507,Marin County CoC,Under 18,315
2020,CA-507,Marin County CoC,Unknown,*
2020,CA-508,Santa Cruz County CoC,18-24,155
2020,CA-508,Santa Cruz County CoC,25-34,382
2020,CA-508,Santa Cruz County CoC,35-44,420
2020,CA-508,Santa Cruz County CoC,45-54,370
2020,CA-508,Santa Cruz County CoC,55-64,368
2020,CA-508,Santa Cruz County CoC,65+,231
2020,CA-508,Santa Cruz County CoC,Under 18,491
2020,CA-508,Santa Cruz County CoC,Unknown,13
2020,CA-509,Mendocino County CoC,18-24,70
2020,CA-509,Mendocino County CoC,25-34,170
2020,CA-509,Mendocino County CoC,35-44,193
2020,CA-509,Mendocino County CoC,45-54,200
2020,CA-509,Mendocino County CoC,55-64,153
2020,CA-509,Mendocino County CoC,65+,85
2020,CA-509,Mendocino County CoC,Invalid,*
2020,CA-509,Mendocino County CoC,Under 18,196
2020,CA-509,Mendocino County CoC,Unknown,*
2020,CA-510,Stanislaus County CoC,18-24,419
2020,CA-510,Stanislaus County CoC,25-34,763
2020,CA-510,Stanislaus County CoC,35-44,789
2020,CA-510,Stanislaus County CoC,45-54,622
2020,CA-510,Stanislaus County CoC,55-64,630
2020,CA-510,Stanislaus County CoC,65+,187
2020,CA-510,Stanislaus County CoC,Under 18,1370
2020,CA-510,Stanislaus County CoC,Unknown,*
2020,CA-511,San Joaquin County CoC,18-24,553
2020,CA-511,San Joaquin County CoC,25-34,1133
2020,CA-511,San Joaquin County CoC,35-44,866
2020,CA-511,San Joaquin County CoC,45-54,594
2020,CA-511,San Joaquin County CoC,55-64,505
2020,CA-511,San Joaquin County CoC,65+,219
2020,CA-511,San Joaquin County CoC,Invalid,*
2020,CA-511,San Joaquin County CoC,Under 18,2807
2020,CA-511,San Joaquin County CoC,Unknown,*
2020,CA-512,San Mateo County CoC,18-24,199
2020,CA-512,San Mateo County CoC,25-34,581
2020,CA-512,San Mateo County CoC,35-44,527
2020,CA-512,San Mateo County CoC,45-54,522
2020,CA-512,San Mateo County CoC,55-64,543
2020,CA-512,San Mateo County CoC,65+,255
2020,CA-512,San Mateo County CoC,Under 18,1046
2020,CA-512,San Mateo County CoC,Unknown,*
2020,CA-513,"Kings, Tulare Counties CoC",18-24,294
2020,CA-513,"Kings, Tulare Counties CoC",25-34,557
2020,CA-513,"Kings, Tulare Counties CoC",35-44,601
2020,CA-513,"Kings, Tulare Counties CoC",45-54,459
2020,CA-513,"Kings, Tulare Counties CoC",55-64,342
2020,CA-513,"Kings, Tulare Counties CoC",65+,90
2020,CA-513,"Kings, Tulare Counties CoC",Invalid,*
2020,CA-513,"Kings, Tulare Counties CoC",Under 18,955
2020,CA-513,"Kings, Tulare Counties CoC",Unknown,*
2020,CA-514,"Fresno, Madera Counties CoC",18-24,370
2020,CA-514,"Fresno, Madera Counties CoC",25-34,710
2020,CA-514,"Fresno, Madera Counties CoC",35-44,851
2020,CA-514,"Fresno, Madera Counties CoC",45-54,791
2020,CA-514,"Fresno, Madera Counties CoC",55-64,710
2020,CA-514,"Fresno, Madera Counties CoC",65+,282
2020,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2020,CA-514,"Fresno, Madera Counties CoC",Under 18,1289
2020,CA-514,"Fresno, Madera Counties CoC",Unknown,18
2020,CA-515,Placer County CoC,18-24,119
2020,CA-515,Placer County CoC,25-34,308
2020,CA-515,Placer County CoC,35-44,301
2020,CA-515,Placer County CoC,45-54,295
2020,CA-515,Placer County CoC,55-64,250
2020,CA-515,Placer County CoC,65+,122
2020,CA-515,Placer County CoC,Invalid,*
2020,CA-515,Placer County CoC,Under 18,456
2020,CA-515,Placer County CoC,Unknown,12
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,84
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,239
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,215
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,180
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,255
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,107
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,281
2020,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,178
2020,CA-517,Napa County CoC,18-24,112
2020,CA-517,Napa County CoC,25-34,243
2020,CA-517,Napa County CoC,35-44,235
2020,CA-517,Napa County CoC,45-54,244
2020,CA-517,Napa County CoC,55-64,217
2020,CA-517,Napa County CoC,65+,109
2020,CA-517,Napa County CoC,Under 18,205
2020,CA-517,Napa County CoC,Unknown,*
2020,CA-518,Solano County CoC,18-24,81
2020,CA-518,Solano County CoC,25-34,220
2020,CA-518,Solano County CoC,35-44,265
2020,CA-518,Solano County CoC,45-54,248
2020,CA-518,Solano County CoC,55-64,274
2020,CA-518,Solano County CoC,65+,124
2020,CA-518,Solano County CoC,Under 18,255
2020,CA-518,Solano County CoC,Unknown,*
2020,CA-519,Butte County CoC,18-24,121
2020,CA-519,Butte County CoC,25-34,311
2020,CA-519,Butte County CoC,35-44,328
2020,CA-519,Butte County CoC,45-54,313
2020,CA-519,Butte County CoC,55-64,300
2020,CA-519,Butte County CoC,65+,161
2020,CA-519,Butte County CoC,Under 18,317
2020,CA-519,Butte County CoC,Unknown,*
2020,CA-520,Merced County CoC,18-24,212
2020,CA-520,Merced County CoC,25-34,442
2020,CA-520,Merced County CoC,35-44,386
2020,CA-520,Merced County CoC,45-54,263
2020,CA-520,Merced County CoC,55-64,223
2020,CA-520,Merced County CoC,65+,67
2020,CA-520,Merced County CoC,Invalid,*
2020,CA-520,Merced County CoC,Under 18,1034
2020,CA-520,Merced County CoC,Unknown,*
2020,CA-521,Yolo County CoC,18-24,107
2020,CA-521,Yolo County CoC,25-34,215
2020,CA-521,Yolo County CoC,35-44,250
2020,CA-521,Yolo County CoC,45-54,218
2020,CA-521,Yolo County CoC,55-64,233
2020,CA-521,Yolo County CoC,65+,110
2020,CA-521,Yolo County CoC,Under 18,425
2020,CA-522,Humboldt County CoC,18-24,79
2020,CA-522,Humboldt County CoC,25-34,240
2020,CA-522,Humboldt County CoC,35-44,497
2020,CA-522,Humboldt County CoC,45-54,307
2020,CA-522,Humboldt County CoC,55-64,256
2020,CA-522,Humboldt County CoC,65+,141
2020,CA-522,Humboldt County CoC,Under 18,275
2020,CA-522,Humboldt County CoC,Unknown,25
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,62
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,106
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,56
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,34
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,31
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,14
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,224
2020,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2020,CA-524,"Yuba, Sutter Counties CoC",18-24,56
2020,CA-524,"Yuba, Sutter Counties CoC",25-34,104
2020,CA-524,"Yuba, Sutter Counties CoC",35-44,94
2020,CA-524,"Yuba, Sutter Counties CoC",45-54,60
2020,CA-524,"Yuba, Sutter Counties CoC",55-64,71
2020,CA-524,"Yuba, Sutter Counties CoC",65+,41
2020,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2020,CA-524,"Yuba, Sutter Counties CoC",Under 18,285
2020,CA-525,El Dorado County CoC,18-24,31
2020,CA-525,El Dorado County CoC,25-34,51
2020,CA-525,El Dorado County CoC,35-44,65
2020,CA-525,El Dorado County CoC,45-54,66
2020,CA-525,El Dorado County CoC,55-64,83
2020,CA-525,El Dorado County CoC,65+,47
2020,CA-525,El Dorado County CoC,Invalid,*
2020,CA-525,El Dorado County CoC,Under 18,96
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,45
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,103
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,121
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,96
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,92
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,42
2020,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,213
2020,CA-527,Tehama County CoC,18-24,30
2020,CA-527,Tehama County CoC,25-34,86
2020,CA-527,Tehama County CoC,35-44,94
2020,CA-527,Tehama County CoC,45-54,63
2020,CA-527,Tehama County CoC,55-64,80
2020,CA-527,Tehama County CoC,65+,33
2020,CA-527,Tehama County CoC,Invalid,*
2020,CA-527,Tehama County CoC,Under 18,59
2020,CA-529,Lake County CoC,18-24,17
2020,CA-529,Lake County CoC,25-34,33
2020,CA-529,Lake County CoC,35-44,36
2020,CA-529,Lake County CoC,45-54,22
2020,CA-529,Lake County CoC,55-64,45
2020,CA-529,Lake County CoC,65+,13
2020,CA-529,Lake County CoC,Under 18,42
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,12
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,31
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,24
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,33
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2020,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,48
2020,CA-531,Nevada County CoC,18-24,33
2020,CA-531,Nevada County CoC,25-34,106
2020,CA-531,Nevada County CoC,35-44,104
2020,CA-531,Nevada County CoC,45-54,115
2020,CA-531,Nevada County CoC,55-64,118
2020,CA-531,Nevada County CoC,65+,46
2020,CA-531,Nevada County CoC,Under 18,27
2020,CA-531,Nevada County CoC,Unknown,*
2020,CA-600,Los Angeles County CoC,18-24,7353
2020,CA-600,Los Angeles County CoC,25-34,14886
2020,CA-600,Los Angeles County CoC,35-44,14319
2020,CA-600,Los Angeles County CoC,45-54,13199
2020,CA-600,Los Angeles County CoC,55-64,12361
2020,CA-600,Los Angeles County CoC,65+,4812
2020,CA-600,Los Angeles County CoC,Invalid,24
2020,CA-600,Los Angeles County CoC,Under 18,14374
2020,CA-600,Los Angeles County CoC,Unknown,4417
2020,CA-601,San Diego County CoC,18-24,1623
2020,CA-601,San Diego County CoC,25-34,3223
2020,CA-601,San Diego County CoC,35-44,3201
2020,CA-601,San Diego County CoC,45-54,3290
2020,CA-601,San Diego County CoC,55-64,3630
2020,CA-601,San Diego County CoC,65+,1479
2020,CA-601,San Diego County CoC,Invalid,*
2020,CA-601,San Diego County CoC,Under 18,3367
2020,CA-601,San Diego County CoC,Unknown,776
2020,CA-602,Orange County CoC,18-24,638
2020,CA-602,Orange County CoC,25-34,1942
2020,CA-602,Orange County CoC,35-44,1874
2020,CA-602,Orange County CoC,45-54,1956
2020,CA-602,Orange County CoC,55-64,2061
2020,CA-602,Orange County CoC,65+,848
2020,CA-602,Orange County CoC,Under 18,2648
2020,CA-602,Orange County CoC,Unknown,61
2020,CA-603,Santa Barbara County CoC,18-24,225
2020,CA-603,Santa Barbara County CoC,25-34,436
2020,CA-603,Santa Barbara County CoC,35-44,490
2020,CA-603,Santa Barbara County CoC,45-54,459
2020,CA-603,Santa Barbara County CoC,55-64,574
2020,CA-603,Santa Barbara County CoC,65+,241
2020,CA-603,Santa Barbara County CoC,Under 18,694
2020,CA-604,Kern County CoC,18-24,367
2020,CA-604,Kern County CoC,25-34,707
2020,CA-604,Kern County CoC,35-44,753
2020,CA-604,Kern County CoC,45-54,664
2020,CA-604,Kern County CoC,55-64,593
2020,CA-604,Kern County CoC,65+,172
2020,CA-604,Kern County CoC,Under 18,1189
2020,CA-606,Long Beach CoC (Los Angeles County),18-24,206
2020,CA-606,Long Beach CoC (Los Angeles County),25-34,420
2020,CA-606,Long Beach CoC (Los Angeles County),35-44,409
2020,CA-606,Long Beach CoC (Los Angeles County),45-54,471
2020,CA-606,Long Beach CoC (Los Angeles County),55-64,612
2020,CA-606,Long Beach CoC (Los Angeles County),65+,355
2020,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2020,CA-606,Long Beach CoC (Los Angeles County),Under 18,663
2020,CA-606,Long Beach CoC (Los Angeles County),Unknown,13
2020,CA-607,Pasadena CoC (Los Angeles County),18-24,104
2020,CA-607,Pasadena CoC (Los Angeles County),25-34,180
2020,CA-607,Pasadena CoC (Los Angeles County),35-44,173
2020,CA-607,Pasadena CoC (Los Angeles County),45-54,220
2020,CA-607,Pasadena CoC (Los Angeles County),55-64,289
2020,CA-607,Pasadena CoC (Los Angeles County),65+,152
2020,CA-607,Pasadena CoC (Los Angeles County),Under 18,200
2020,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
2020,CA-608,Riverside County CoC,18-24,770
2020,CA-608,Riverside County CoC,25-34,1537
2020,CA-608,Riverside County CoC,35-44,1440
2020,CA-608,Riverside County CoC,45-54,1199
2020,CA-608,Riverside County CoC,55-64,1156
2020,CA-608,Riverside County CoC,65+,567
2020,CA-608,Riverside County CoC,Invalid,*
2020,CA-608,Riverside County CoC,Under 18,2354
2020,CA-608,Riverside County CoC,Unknown,50
2020,CA-609,San Bernardino County CoC,18-24,807
2020,CA-609,San Bernardino County CoC,25-34,1302
2020,CA-609,San Bernardino County CoC,35-44,1135
2020,CA-609,San Bernardino County CoC,45-54,878
2020,CA-609,San Bernardino County CoC,55-64,897
2020,CA-609,San Bernardino County CoC,65+,353
2020,CA-609,San Bernardino County CoC,Invalid,*
2020,CA-609,San Bernardino County CoC,Under 18,3393
2020,CA-609,San Bernardino County CoC,Unknown,73
2020,CA-611,Ventura County CoC,18-24,144
2020,CA-611,Ventura County CoC,25-34,280
2020,CA-611,Ventura County CoC,35-44,394
2020,CA-611,Ventura County CoC,45-54,411
2020,CA-611,Ventura County CoC,55-64,524
2020,CA-611,Ventura County CoC,65+,258
2020,CA-611,Ventura County CoC,Invalid,*
2020,CA-611,Ventura County CoC,Under 18,580
2020,CA-611,Ventura County CoC,Unknown,*
2020,CA-612,Glendale CoC (Los Angeles County),18-24,40
2020,CA-612,Glendale CoC (Los Angeles County),25-34,81
2020,CA-612,Glendale CoC (Los Angeles County),35-44,69
2020,CA-612,Glendale CoC (Los Angeles County),45-54,81
2020,CA-612,Glendale CoC (Los Angeles County),55-64,95
2020,CA-612,Glendale CoC (Los Angeles County),65+,40
2020,CA-612,Glendale CoC (Los Angeles County),Invalid,*
2020,CA-612,Glendale CoC (Los Angeles County),Under 18,164
2020,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2020,CA-613,Imperial County CoC,18-24,80
2020,CA-613,Imperial County CoC,25-34,144
2020,CA-613,Imperial County CoC,35-44,117
2020,CA-613,Imperial County CoC,45-54,108
2020,CA-613,Imperial County CoC,55-64,99
2020,CA-613,Imperial County CoC,65+,49
2020,CA-613,Imperial County CoC,Invalid,*
2020,CA-613,Imperial County CoC,Under 18,379
2020,CA-613,Imperial County CoC,Unknown,*
2020,CA-614,San Luis Obispo County CoC,18-24,123
2020,CA-614,San Luis Obispo County CoC,25-34,252
2020,CA-614,San Luis Obispo County CoC,35-44,282
2020,CA-614,San Luis Obispo County CoC,45-54,225
2020,CA-614,San Luis Obispo County CoC,55-64,218
2020,CA-614,San Luis Obispo County CoC,65+,121
2020,CA-614,San Luis Obispo County CoC,Invalid,*
2020,CA-614,San Luis Obispo County CoC,Under 18,552
2021,All,California,18-24,20534
2021,All,California,25-34,42591
2021,All,California,35-44,42736
2021,All,California,45-54,38135
2021,All,California,55-64,38904
2021,All,California,65+,17211
2021,All,California,Invalid,80
2021,All,California,Under 18,55067
2021,All,California,Unknown,7563
2021,CA-500,Santa Clara County CoC,18-24,966
2021,CA-500,Santa Clara County CoC,25-34,1929
2021,CA-500,Santa Clara County CoC,35-44,2150
2021,CA-500,Santa Clara County CoC,45-54,1837
2021,CA-500,Santa Clara County CoC,55-64,1992
2021,CA-500,Santa Clara County CoC,65+,952
2021,CA-500,Santa Clara County CoC,Invalid,*
2021,CA-500,Santa Clara County CoC,Under 18,2931
2021,CA-500,Santa Clara County CoC,Unknown,*
2021,CA-501,San Francisco CoC,18-24,1335
2021,CA-501,San Francisco CoC,25-34,2249
2021,CA-501,San Francisco CoC,35-44,2340
2021,CA-501,San Francisco CoC,45-54,1975
2021,CA-501,San Francisco CoC,55-64,1868
2021,CA-501,San Francisco CoC,65+,960
2021,CA-501,San Francisco CoC,Invalid,*
2021,CA-501,San Francisco CoC,Under 18,3268
2021,CA-501,San Francisco CoC,Unknown,23
2021,CA-502,Alameda County CoC,18-24,867
2021,CA-502,Alameda County CoC,25-34,1526
2021,CA-502,Alameda County CoC,35-44,1477
2021,CA-502,Alameda County CoC,45-54,1556
2021,CA-502,Alameda County CoC,55-64,1844
2021,CA-502,Alameda County CoC,65+,860
2021,CA-502,Alameda County CoC,Under 18,1848
2021,CA-502,Alameda County CoC,Unknown,*
2021,CA-503,Sacramento County CoC,18-24,1039
2021,CA-503,Sacramento County CoC,25-34,1353
2021,CA-503,Sacramento County CoC,35-44,1459
2021,CA-503,Sacramento County CoC,45-54,1448
2021,CA-503,Sacramento County CoC,55-64,1705
2021,CA-503,Sacramento County CoC,65+,672
2021,CA-503,Sacramento County CoC,Invalid,*
2021,CA-503,Sacramento County CoC,Under 18,2957
2021,CA-503,Sacramento County CoC,Unknown,74
2021,CA-504,Sonoma County CoC,18-24,225
2021,CA-504,Sonoma County CoC,25-34,362
2021,CA-504,Sonoma County CoC,35-44,382
2021,CA-504,Sonoma County CoC,45-54,448
2021,CA-504,Sonoma County CoC,55-64,478
2021,CA-504,Sonoma County CoC,65+,243
2021,CA-504,Sonoma County CoC,Under 18,449
2021,CA-505,Contra Costa County CoC,18-24,487
2021,CA-505,Contra Costa County CoC,25-34,895
2021,CA-505,Contra Costa County CoC,35-44,932
2021,CA-505,Contra Costa County CoC,45-54,881
2021,CA-505,Contra Costa County CoC,55-64,991
2021,CA-505,Contra Costa County CoC,65+,438
2021,CA-505,Contra Costa County CoC,Under 18,1245
2021,CA-506,"Monterey, San Benito Counties CoC",18-24,191
2021,CA-506,"Monterey, San Benito Counties CoC",25-34,420
2021,CA-506,"Monterey, San Benito Counties CoC",35-44,425
2021,CA-506,"Monterey, San Benito Counties CoC",45-54,303
2021,CA-506,"Monterey, San Benito Counties CoC",55-64,354
2021,CA-506,"Monterey, San Benito Counties CoC",65+,182
2021,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2021,CA-506,"Monterey, San Benito Counties CoC",Under 18,707
2021,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2021,CA-507,Marin County CoC,18-24,107
2021,CA-507,Marin County CoC,25-34,230
2021,CA-507,Marin County CoC,35-44,227
2021,CA-507,Marin County CoC,45-54,255
2021,CA-507,Marin County CoC,55-64,289
2021,CA-507,Marin County CoC,65+,165
2021,CA-507,Marin County CoC,Under 18,332
2021,CA-507,Marin County CoC,Unknown,172
2021,CA-508,Santa Cruz County CoC,18-24,160
2021,CA-508,Santa Cruz County CoC,25-34,324
2021,CA-508,Santa Cruz County CoC,35-44,415
2021,CA-508,Santa Cruz County CoC,45-54,335
2021,CA-508,Santa Cruz County CoC,55-64,383
2021,CA-508,Santa Cruz County CoC,65+,255
2021,CA-508,Santa Cruz County CoC,Invalid,*
2021,CA-508,Santa Cruz County CoC,Under 18,554
2021,CA-508,Santa Cruz County CoC,Unknown,*
2021,CA-509,Mendocino County CoC,18-24,75
2021,CA-509,Mendocino County CoC,25-34,227
2021,CA-509,Mendocino County CoC,35-44,262
2021,CA-509,Mendocino County CoC,45-54,224
2021,CA-509,Mendocino County CoC,55-64,170
2021,CA-509,Mendocino County CoC,65+,124
2021,CA-509,Mendocino County CoC,Under 18,300
2021,CA-509,Mendocino County CoC,Unknown,*
2021,CA-510,Stanislaus County CoC,18-24,444
2021,CA-510,Stanislaus County CoC,25-34,818
2021,CA-510,Stanislaus County CoC,35-44,815
2021,CA-510,Stanislaus County CoC,45-54,687
2021,CA-510,Stanislaus County CoC,55-64,694
2021,CA-510,Stanislaus County CoC,65+,246
2021,CA-510,Stanislaus County CoC,Under 18,1150
2021,CA-510,Stanislaus County CoC,Unknown,18
2021,CA-511,San Joaquin County CoC,18-24,484
2021,CA-511,San Joaquin County CoC,25-34,1001
2021,CA-511,San Joaquin County CoC,35-44,816
2021,CA-511,San Joaquin County CoC,45-54,566
2021,CA-511,San Joaquin County CoC,55-64,534
2021,CA-511,San Joaquin County CoC,65+,244
2021,CA-511,San Joaquin County CoC,Under 18,2288
2021,CA-511,San Joaquin County CoC,Unknown,39
2021,CA-512,San Mateo County CoC,18-24,218
2021,CA-512,San Mateo County CoC,25-34,532
2021,CA-512,San Mateo County CoC,35-44,560
2021,CA-512,San Mateo County CoC,45-54,526
2021,CA-512,San Mateo County CoC,55-64,635
2021,CA-512,San Mateo County CoC,65+,348
2021,CA-512,San Mateo County CoC,Under 18,963
2021,CA-512,San Mateo County CoC,Unknown,15
2021,CA-513,"Kings, Tulare Counties CoC",18-24,308
2021,CA-513,"Kings, Tulare Counties CoC",25-34,537
2021,CA-513,"Kings, Tulare Counties CoC",35-44,614
2021,CA-513,"Kings, Tulare Counties CoC",45-54,487
2021,CA-513,"Kings, Tulare Counties CoC",55-64,406
2021,CA-513,"Kings, Tulare Counties CoC",65+,128
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,965
2021,CA-514,"Fresno, Madera Counties CoC",18-24,467
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1135
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1319
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1273
